name,summary,last_release,status,requires,status.1,snyk,pip,libhunt
pytest-securestore,An encrypted password store for use within pytest cases,2021-11-08,4 - Beta,,,https://snyk.io/advisor/python/pytest-securestore,https://pypi.org/project/pytest-securestore,
pytest-select,A pytest plugin which allows to (de-)select tests from a file.,2019-01-18,3 - Alpha,pytest (>=3.0),,https://snyk.io/advisor/python/pytest-select,https://pypi.org/project/pytest-select,
pytest-selenium,pytest plugin for Selenium,2024-02-01,5 - Production/Stable,pytest>=6.0.0,,https://snyk.io/advisor/python/pytest-selenium,https://pypi.org/project/pytest-selenium,https://www.libhunt.com/r/pytest-select
pytest-selenium-auto,pytest plugin to automatically capture screenshots upon selenium webdriver events,2023-11-07,,pytest >= 7.0.0,,https://snyk.io/advisor/python/pytest-selenium-auto,https://pypi.org/project/pytest-selenium-auto,
pytest-seleniumbase,A complete web automation framework for end-to-end testing.,2024-07-08,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-seleniumbase,https://pypi.org/project/pytest-seleniumbase,https://www.libhunt.com/r/pytest-selenium-auto
pytest-selenium-enhancer,pytest plugin for Selenium,2022-04-29,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-selenium-enhancer,https://pypi.org/project/pytest-selenium-enhancer,
pytest-selenium-pdiff,A pytest package implementing perceptualdiff for Selenium tests.,2017-04-06,2 - Pre-Alpha,,,https://snyk.io/advisor/python/pytest-selenium-pdiff,https://pypi.org/project/pytest-selenium-pdiff,
pytest-selfie,A pytest plugin for selfie snapshot testing.,2024-04-05,,"pytest<9.0.0,>=8.0.0",,https://snyk.io/advisor/python/pytest-selfie,https://pypi.org/project/pytest-selfie,https://www.libhunt.com/r/pytest-selenium-pdiff
pytest-send-email,Send pytest execution result email,2019-12-04,,,,https://snyk.io/advisor/python/pytest-send-email,https://pypi.org/project/pytest-send-email,
pytest-sentry,A pytest plugin to send testrun information to Sentry.io,2024-04-25,,pytest,,https://snyk.io/advisor/python/pytest-sentry,https://pypi.org/project/pytest-sentry,https://www.libhunt.com/r/pytest-send-email
pytest-sequence-markers,Pytest plugin for sequencing markers for execution of tests,2023-05-23,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-sequence-markers,https://pypi.org/project/pytest-sequence-markers,
pytest-server,test server exec cmd,2024-06-24,,,,https://snyk.io/advisor/python/pytest-server,https://pypi.org/project/pytest-server,https://www.libhunt.com/r/pytest-sequence-markers
pytest-server-fixtures,Extensible server fixures for py.test,2023-12-19,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-server-fixtures,https://pypi.org/project/pytest-server-fixtures,
pytest-serverless,Automatically mocks resources from serverless.yml in pytest using moto.,2022-05-09,4 - Beta,,,https://snyk.io/advisor/python/pytest-serverless,https://pypi.org/project/pytest-serverless,
pytest-servers,pytest servers,2024-06-17,3 - Alpha,pytest>=6.2,,https://snyk.io/advisor/python/pytest-servers,https://pypi.org/project/pytest-servers,https://www.libhunt.com/r/pytest-serverless
pytest-service,,2024-05-11,5 - Production/Stable,pytest>=6.0.0,,https://snyk.io/advisor/python/pytest-service,https://pypi.org/project/pytest-service,https://www.libhunt.com/r/pytest-servers
pytest-services,Services plugin for pytest testing framework,2020-10-30,6 - Mature,,,https://snyk.io/advisor/python/pytest-services,https://pypi.org/project/pytest-services,
pytest-session2file,pytest-session2file (aka: pytest-session_to_file for v0.1.0 - v0.1.2) is a py.test plugin for capturing and saving to file the stdout of py.test.,2021-01-26,3 - Alpha,pytest,,https://snyk.io/advisor/python/pytest-session2file,https://pypi.org/project/pytest-session2file,
pytest-session-fixture-globalize,"py.test plugin to make session fixtures behave as if written in conftest, even if it is written in some modules",2018-05-15,4 - Beta,,,https://snyk.io/advisor/python/pytest-session-fixture-globalize,https://pypi.org/project/pytest-session-fixture-globalize,
pytest-session_to_file,pytest-session_to_file is a py.test plugin for capturing and saving to file the stdout of py.test.,2015-10-01,3 - Alpha,,,https://snyk.io/advisor/python/pytest-session_to_file,https://pypi.org/project/pytest-session_to_file,
pytest-setupinfo,Displaying setup info during pytest command run,2023-01-23,,,,https://snyk.io/advisor/python/pytest-setupinfo,https://pypi.org/project/pytest-setupinfo,
pytest-sftpserver,py.test plugin to locally test sftp server connections.,2019-09-16,4 - Beta,,,https://snyk.io/advisor/python/pytest-sftpserver,https://pypi.org/project/pytest-sftpserver,
pytest-shard,,2020-12-11,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-shard,https://pypi.org/project/pytest-shard,
pytest-share-hdf,Plugin to save test data in HDF files and retrieve them for comparison,2022-09-21,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-share-hdf,https://pypi.org/project/pytest-share-hdf,
pytest-sharkreport,this is pytest report plugin.,2022-07-11,,pytest (>=3.5),,https://snyk.io/advisor/python/pytest-sharkreport,https://pypi.org/project/pytest-sharkreport,
pytest-shell,A pytest plugin to help with testing shell scripts / black box commands,2022-03-27,,,,https://snyk.io/advisor/python/pytest-shell,https://pypi.org/project/pytest-shell,
pytest-shell-utilities,Pytest plugin to simplify running shell commands against the system,2024-02-23,5 - Production/Stable,pytest >=7.4.0,,https://snyk.io/advisor/python/pytest-shell-utilities,https://pypi.org/project/pytest-shell-utilities,https://www.libhunt.com/r/pytest-shell
pytest-sheraf,Versatile ZODB abstraction layer - pytest fixtures,2020-02-11,,pytest,,https://snyk.io/advisor/python/pytest-sheraf,https://pypi.org/project/pytest-sheraf,
pytest-sherlock,pytest plugin help to find coupled tests,2023-08-14,5 - Production/Stable,pytest >=3.5.1,,https://snyk.io/advisor/python/pytest-sherlock,https://pypi.org/project/pytest-sherlock,
pytest-shortcuts,Expand command-line shortcuts listed in pytest configuration,2020-10-29,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-shortcuts,https://pypi.org/project/pytest-shortcuts,
pytest-shutil,A goodie-bag of unix shell and environment tools for py.test,2019-05-28,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-shutil,https://pypi.org/project/pytest-shutil,
pytest-simbind,Pytest plugin to operate with objects generated by Simbind tool.,2024-03-28,,pytest>=7.0.0,,https://snyk.io/advisor/python/pytest-simbind,https://pypi.org/project/pytest-simbind,https://www.libhunt.com/r/pytest-shutil
pytest-simplehttpserver,Simple pytest fixture to spin up an HTTP server,2021-06-24,4 - Beta,,,https://snyk.io/advisor/python/pytest-simplehttpserver,https://pypi.org/project/pytest-simplehttpserver,
pytest-simple-plugin,Simple pytest plugin,2019-11-27,,,,https://snyk.io/advisor/python/pytest-simple-plugin,https://pypi.org/project/pytest-simple-plugin,
pytest-simple-settings,simple-settings plugin for pytest,2020-11-17,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-simple-settings,https://pypi.org/project/pytest-simple-settings,
pytest-single-file-logging,Allow for multiple processes to log to a single file,2016-05-05,4 - Beta,pytest (>=2.8.1),,https://snyk.io/advisor/python/pytest-single-file-logging,https://pypi.org/project/pytest-single-file-logging,
pytest-skip-markers,Pytest Salt Plugin,2024-01-04,5 - Production/Stable,pytest >=7.1.0,,https://snyk.io/advisor/python/pytest-skip-markers,https://pypi.org/project/pytest-skip-markers,https://www.libhunt.com/r/pytest-single-file-logging
pytest-skipper,A plugin that selects only tests with changes in execution path,2017-03-26,3 - Alpha,pytest (>=3.0.6),,https://snyk.io/advisor/python/pytest-skipper,https://pypi.org/project/pytest-skipper,
pytest-skippy,Automatically skip tests that don’t need to run!,2018-01-27,3 - Alpha,pytest (>=2.3.4),,https://snyk.io/advisor/python/pytest-skippy,https://pypi.org/project/pytest-skippy,
pytest-skip-slow,A pytest plugin to skip `@pytest.mark.slow` tests by default.,2023-02-09,,pytest>=6.2.0,,https://snyk.io/advisor/python/pytest-skip-slow,https://pypi.org/project/pytest-skip-slow,
pytest-skipuntil,A simple pytest plugin to skip flapping test with deadline,2023-11-25,4 - Beta,pytest >=3.8.0,,https://snyk.io/advisor/python/pytest-skipuntil,https://pypi.org/project/pytest-skipuntil,
pytest-slack,Pytest to Slack reporting plugin,2020-12-15,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-slack,https://pypi.org/project/pytest-slack,
pytest-slow,A pytest plugin to skip `@pytest.mark.slow` tests by default.,2021-09-28,,,,https://snyk.io/advisor/python/pytest-slow,https://pypi.org/project/pytest-slow,
pytest-slowest-first,"Sort tests by their last duration, slowest first",2022-12-11,4 - Beta,,,https://snyk.io/advisor/python/pytest-slowest-first,https://pypi.org/project/pytest-slowest-first,
pytest-slow-first,Prioritize running the slowest tests first.,2024-01-30,4 - Beta,pytest >=3.5.0,,https://snyk.io/advisor/python/pytest-slow-first,https://pypi.org/project/pytest-slow-first,https://www.libhunt.com/r/pytest-slowest-first
pytest-slow-last,Run tests in order of execution time (faster tests first),2022-12-10,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-slow-last,https://pypi.org/project/pytest-slow-last,
pytest-smartcollect,A plugin for collecting tests that touch changed code,2018-10-04,,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-smartcollect,https://pypi.org/project/pytest-smartcollect,
pytest-smartcov,Smart coverage plugin for pytest.,2017-09-30,3 - Alpha,,,https://snyk.io/advisor/python/pytest-smartcov,https://pypi.org/project/pytest-smartcov,
pytest-smell,Automated bad smell detection tool for Pytest,2022-06-26,,,,https://snyk.io/advisor/python/pytest-smell,https://pypi.org/project/pytest-smell,
pytest-smtp,Send email with pytest execution result,2021-02-20,,pytest,,https://snyk.io/advisor/python/pytest-smtp,https://pypi.org/project/pytest-smtp,
pytest-smtp4dev,Plugin for smtp4dev API,2023-06-27,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-smtp4dev,https://pypi.org/project/pytest-smtp4dev,
pytest-smtpd,An SMTP server for testing built on aiosmtpd,2023-05-15,,pytest,,https://snyk.io/advisor/python/pytest-smtpd,https://pypi.org/project/pytest-smtpd,
pytest-smtp-test-server,pytest plugin for using `smtp-test-server` as a fixture,2023-12-03,2 - Pre-Alpha,"pytest (>=7.4.3,<8.0.0)",,https://snyk.io/advisor/python/pytest-smtp-test-server,https://pypi.org/project/pytest-smtp-test-server,
pytest-snail,Plugin for adding a marker to slow running tests. 🐌,2019-11-04,3 - Alpha,pytest (>=5.0.1),,https://snyk.io/advisor/python/pytest-snail,https://pypi.org/project/pytest-snail,
pytest-snapci,py.test plugin for Snap-CI,2015-11-12,,,,https://snyk.io/advisor/python/pytest-snapci,https://pypi.org/project/pytest-snapci,
pytest-snapshot,A plugin for snapshot testing with pytest.,2022-04-23,4 - Beta,pytest (>=3.0.0),,https://snyk.io/advisor/python/pytest-snapshot,https://pypi.org/project/pytest-snapshot,
pytest-snapshot-with-message-generator,A plugin for snapshot testing with pytest.,2023-07-25,4 - Beta,pytest (>=3.0.0),,https://snyk.io/advisor/python/pytest-snapshot-with-message-generator,https://pypi.org/project/pytest-snapshot-with-message-generator,
pytest-snmpserver,,2021-05-12,,,,https://snyk.io/advisor/python/pytest-snmpserver,https://pypi.org/project/pytest-snmpserver,
pytest-snowflake-bdd,Setup test data and run tests on snowflake in BDD style!,2022-01-05,4 - Beta,pytest (>=6.2.0),,https://snyk.io/advisor/python/pytest-snowflake-bdd,https://pypi.org/project/pytest-snowflake-bdd,
pytest-socket,Pytest Plugin to disable socket calls during tests,2024-01-28,4 - Beta,pytest (>=6.2.5),,https://snyk.io/advisor/python/pytest-socket,https://pypi.org/project/pytest-socket,https://www.libhunt.com/r/pytest-snowflake-bdd
pytest-sofaepione,Test the installation of SOFA and the SofaEpione plugin.,2022-08-17,,,,https://snyk.io/advisor/python/pytest-sofaepione,https://pypi.org/project/pytest-sofaepione,
pytest-soft-assertions,,2020-05-05,3 - Alpha,pytest,,https://snyk.io/advisor/python/pytest-soft-assertions,https://pypi.org/project/pytest-soft-assertions,
pytest-solidity,A PyTest library plugin for Solidity language.,2022-01-15,1 - Planning,"pytest (<7,>=6.0.1) ; extra == ‘tests’",,https://snyk.io/advisor/python/pytest-solidity,https://pypi.org/project/pytest-solidity,
pytest-solr,Solr process and client fixtures for py.test.,2020-05-11,3 - Alpha,pytest (>=3.0.0),,https://snyk.io/advisor/python/pytest-solr,https://pypi.org/project/pytest-solr,
pytest-sort,Tools for sorting test cases,2024-01-07,,pytest >=7.4.0,,https://snyk.io/advisor/python/pytest-sort,https://pypi.org/project/pytest-sort,https://www.libhunt.com/r/pytest-solr
pytest-sorter,A simple plugin to first execute tests that historically failed more,2021-04-20,4 - Beta,pytest (>=3.1.1),,https://snyk.io/advisor/python/pytest-sorter,https://pypi.org/project/pytest-sorter,
pytest-sosu,Unofficial PyTest plugin for Sauce Labs,2023-08-04,2 - Pre-Alpha,pytest,,https://snyk.io/advisor/python/pytest-sosu,https://pypi.org/project/pytest-sosu,
pytest-sourceorder,Test-ordering plugin for pytest,2021-09-01,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-sourceorder,https://pypi.org/project/pytest-sourceorder,
pytest-spark,pytest plugin to run the tests with support of pyspark.,2020-02-23,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-spark,https://pypi.org/project/pytest-spark,
pytest-spawner,py.test plugin to spawn process and communicate with them.,2015-07-31,4 - Beta,,,https://snyk.io/advisor/python/pytest-spawner,https://pypi.org/project/pytest-spawner,
pytest-spec,Library pytest-spec is a pytest plugin to display test execution output like a SPECIFICATION.,2021-05-04,,,,https://snyk.io/advisor/python/pytest-spec,https://pypi.org/project/pytest-spec,
pytest-spec2md,Library pytest-spec2md is a pytest plugin to create a markdown specification while running pytest.,2024-04-10,,pytest>7.0,,https://snyk.io/advisor/python/pytest-spec2md,https://pypi.org/project/pytest-spec2md,https://www.libhunt.com/r/pytest-spec
pytest-speed,Modern benchmarking library for python with pytest integration.,2023-01-22,3 - Alpha,pytest>=7,,https://snyk.io/advisor/python/pytest-speed,https://pypi.org/project/pytest-speed,
pytest-sphinx,Doctest plugin for pytest with support for Sphinx-specific doctest-directives,2024-04-13,4 - Beta,pytest>=8.1.1,,https://snyk.io/advisor/python/pytest-sphinx,https://pypi.org/project/pytest-sphinx,https://www.libhunt.com/r/pytest-speed
pytest-spiratest,Exports unit tests as test runs in Spira (SpiraTest/Team/Plan),2024-01-01,,,,https://snyk.io/advisor/python/pytest-spiratest,https://pypi.org/project/pytest-spiratest,https://www.libhunt.com/r/pytest-sphinx
pytest-splinter,Splinter plugin for pytest testing framework,2022-09-09,6 - Mature,pytest (>=3.0.0),,https://snyk.io/advisor/python/pytest-splinter,https://pypi.org/project/pytest-splinter,
pytest-splinter4,Pytest plugin for the splinter automation library,2024-02-01,6 - Mature,pytest >=8.0.0,,https://snyk.io/advisor/python/pytest-splinter4,https://pypi.org/project/pytest-splinter4,https://www.libhunt.com/r/pytest-splinter
pytest-split,Pytest plugin which splits the test suite to equally sized sub suites based on test execution time.,2024-06-19,4 - Beta,"pytest<9,>=5",,https://snyk.io/advisor/python/pytest-split,https://pypi.org/project/pytest-split,https://www.libhunt.com/r/pytest-splinter4
pytest-split-ext,Pytest plugin which splits the test suite to equally sized sub suites based on test execution time.,2023-09-23,4 - Beta,"pytest (>=5,<8)",,https://snyk.io/advisor/python/pytest-split-ext,https://pypi.org/project/pytest-split-ext,
pytest-splitio,Split.io SDK integration for e2e tests,2020-09-22,,"pytest (<7,>=5.0)",,https://snyk.io/advisor/python/pytest-splitio,https://pypi.org/project/pytest-splitio,
pytest-split-tests,A Pytest plugin for running a subset of your tests by splitting them in to equally sized groups. Forked from Mark Adams’ original project pytest-test-groups.,2021-07-30,5 - Production/Stable,pytest (>=2.5),,https://snyk.io/advisor/python/pytest-split-tests,https://pypi.org/project/pytest-split-tests,
pytest-split-tests-tresorit,,2021-02-22,1 - Planning,,,https://snyk.io/advisor/python/pytest-split-tests-tresorit,https://pypi.org/project/pytest-split-tests-tresorit,
pytest-splunk-addon,A Dynamic test tool for Splunk Apps and Add-ons,2024-07-11,,"pytest<8,>5.4.0",,https://snyk.io/advisor/python/pytest-splunk-addon,https://pypi.org/project/pytest-splunk-addon,https://www.libhunt.com/r/pytest-split-tests-tresorit
pytest-splunk-addon-ui-smartx,Library to support testing Splunk Add-on UX,2024-07-10,,,,https://snyk.io/advisor/python/pytest-splunk-addon-ui-smartx,https://pypi.org/project/pytest-splunk-addon-ui-smartx,https://www.libhunt.com/r/pytest-splunk-addon
pytest-splunk-env,pytest fixtures for interaction with Splunk Enterprise and Splunk Cloud,2020-10-22,,"pytest (>=6.1.1,<7.0.0)",,https://snyk.io/advisor/python/pytest-splunk-env,https://pypi.org/project/pytest-splunk-env,
pytest-sqitch,sqitch for pytest,2020-04-06,4 - Beta,,,https://snyk.io/advisor/python/pytest-sqitch,https://pypi.org/project/pytest-sqitch,
pytest-sqlalchemy,pytest plugin with sqlalchemy related fixtures,2018-03-13,3 - Alpha,,,https://snyk.io/advisor/python/pytest-sqlalchemy,https://pypi.org/project/pytest-sqlalchemy,
pytest-sqlalchemy-mock,pytest sqlalchemy plugin for mock,2024-05-21,3 - Alpha,pytest>=7.0.0,,https://snyk.io/advisor/python/pytest-sqlalchemy-mock,https://pypi.org/project/pytest-sqlalchemy-mock,https://www.libhunt.com/r/pytest-sqlalchemy
pytest-sqlalchemy-session,A pytest plugin for preserving test isolation that use SQLAlchemy.,2023-05-19,4 - Beta,pytest (>=7.0),,https://snyk.io/advisor/python/pytest-sqlalchemy-session,https://pypi.org/project/pytest-sqlalchemy-session,
pytest-sql-bigquery,Yet another SQL-testing framework for BigQuery provided by pytest plugin,2019-12-19,,pytest,,https://snyk.io/advisor/python/pytest-sql-bigquery,https://pypi.org/project/pytest-sql-bigquery,
pytest-sqlfluff,A pytest plugin to use sqlfluff to enable format checking of sql files.,2022-12-21,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-sqlfluff,https://pypi.org/project/pytest-sqlfluff,
pytest-squadcast,Pytest report plugin for Squadcast,2022-02-22,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-squadcast,https://pypi.org/project/pytest-squadcast,
pytest-srcpaths,Add paths to sys.path,2021-10-15,,pytest>=6.2.0,,https://snyk.io/advisor/python/pytest-srcpaths,https://pypi.org/project/pytest-srcpaths,
pytest-ssh,pytest plugin for ssh command run,2019-05-27,,pytest,,https://snyk.io/advisor/python/pytest-ssh,https://pypi.org/project/pytest-ssh,
pytest-start-from,Start pytest run from a given point,2016-04-11,,,,https://snyk.io/advisor/python/pytest-start-from,https://pypi.org/project/pytest-start-from,
pytest-star-track-issue,A package to prevent Dependency Confusion attacks against Yandex.,2024-02-20,,,,https://snyk.io/advisor/python/pytest-star-track-issue,https://pypi.org/project/pytest-star-track-issue,https://www.libhunt.com/r/pytest-start-from
pytest-static,pytest-static,2024-06-20,1 - Planning,"pytest<8.0.0,>=7.4.3",,https://snyk.io/advisor/python/pytest-static,https://pypi.org/project/pytest-static,https://www.libhunt.com/r/pytest-star-track-issue
pytest-stats,"Collects tests metadata for future analysis, easy to extend for any data store",2024-07-03,,pytest>=8.0.0,,https://snyk.io/advisor/python/pytest-stats,https://pypi.org/project/pytest-stats,https://www.libhunt.com/r/pytest-static
pytest-statsd,pytest plugin for reporting to graphite,2018-11-30,5 - Production/Stable,pytest (>=3.0.0),,https://snyk.io/advisor/python/pytest-statsd,https://pypi.org/project/pytest-statsd,
pytest-stepfunctions,A small description,2021-05-08,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-stepfunctions,https://pypi.org/project/pytest-stepfunctions,
pytest-steps,Create step-wise / incremental tests in pytest.,2021-09-23,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-steps,https://pypi.org/project/pytest-steps,
pytest-stepwise,Run a test suite one failing test at a time.,2015-12-01,4 - Beta,,,https://snyk.io/advisor/python/pytest-stepwise,https://pypi.org/project/pytest-stepwise,
pytest-stf,pytest plugin for openSTF,2024-03-25,,pytest>=5.0,,https://snyk.io/advisor/python/pytest-stf,https://pypi.org/project/pytest-stf,https://www.libhunt.com/r/pytest-stepwise
pytest-stoq,A plugin to pytest stoq,2021-02-09,4 - Beta,,,https://snyk.io/advisor/python/pytest-stoq,https://pypi.org/project/pytest-stoq,
pytest-store,Pytest plugin to store values from test runs,2023-11-16,3 - Alpha,pytest (>=7.0.0),,https://snyk.io/advisor/python/pytest-store,https://pypi.org/project/pytest-store,
pytest-stress,A Pytest plugin that allows you to loop tests for a user defined amount of time.,2019-12-07,4 - Beta,pytest (>=3.6.0),,https://snyk.io/advisor/python/pytest-stress,https://pypi.org/project/pytest-stress,
pytest-structlog,Structured logging assertions,2024-06-09,,pytest,,https://snyk.io/advisor/python/pytest-structlog,https://pypi.org/project/pytest-structlog,https://www.libhunt.com/r/pytest-stress
pytest-structmpd,provide structured temporary directory,2018-10-17,,,,https://snyk.io/advisor/python/pytest-structmpd,https://pypi.org/project/pytest-structmpd,
pytest-stub,"Stub packages, modules and attributes.",2020-04-28,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-stub,https://pypi.org/project/pytest-stub,
pytest-stubprocess,Provide stub implementations for subprocesses in Python tests,2018-09-17,3 - Alpha,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-stubprocess,https://pypi.org/project/pytest-stubprocess,
pytest-study,A pytest plugin to organize long run tests (named studies) without interfering the regular tests,2017-09-26,3 - Alpha,pytest (>=2.0),,https://snyk.io/advisor/python/pytest-study,https://pypi.org/project/pytest-study,
pytest-subinterpreter,Run pytest in a subinterpreter,2023-11-25,,pytest>=7.0.0,,https://snyk.io/advisor/python/pytest-subinterpreter,https://pypi.org/project/pytest-subinterpreter,
pytest-subprocess,A plugin to fake subprocess for pytest,2023-01-28,5 - Production/Stable,pytest (>=4.0.0),,https://snyk.io/advisor/python/pytest-subprocess,https://pypi.org/project/pytest-subprocess,
pytest-subtesthack,A hack to explicitly set up and tear down fixtures.,2022-07-16,,,,https://snyk.io/advisor/python/pytest-subtesthack,https://pypi.org/project/pytest-subtesthack,
pytest-subtests,unittest subTest() support and subtests fixture,2024-07-07,4 - Beta,pytest>=7.0,,https://snyk.io/advisor/python/pytest-subtests,https://pypi.org/project/pytest-subtests,https://www.libhunt.com/r/pytest-subtesthack
pytest-subunit,pytest-subunit is a plugin for py.test which outputs testsresult in subunit format.,2023-09-17,,pytest (>=2.3),,https://snyk.io/advisor/python/pytest-subunit,https://pypi.org/project/pytest-subunit,
pytest-sugar,"pytest-sugar is a plugin for pytest that changes the default look and feel of pytest (e.g. progressbar, show tests that fail instantly).",2024-02-01,4 - Beta,pytest >=6.2.0,,https://snyk.io/advisor/python/pytest-sugar,https://pypi.org/project/pytest-sugar,https://www.libhunt.com/r/pytest-subunit
pytest-suitemanager,A simple plugin to use with pytest,2023-04-28,4 - Beta,,,https://snyk.io/advisor/python/pytest-suitemanager,https://pypi.org/project/pytest-suitemanager,
pytest-suite-timeout,A pytest plugin for ensuring max suite time,2024-01-26,,pytest>=7.0.0,,https://snyk.io/advisor/python/pytest-suite-timeout,https://pypi.org/project/pytest-suite-timeout,https://www.libhunt.com/r/pytest-suitemanager
pytest-supercov,Pytest plugin for measuring explicit test-file to source-file coverage,2023-07-02,,,,https://snyk.io/advisor/python/pytest-supercov,https://pypi.org/project/pytest-supercov,
pytest-svn,SVN repository fixture for py.test,2019-05-28,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-svn,https://pypi.org/project/pytest-svn,
pytest-symbols,pytest-symbols is a pytest plugin that adds support for passing test environment symbols into pytest tests.,2017-11-20,3 - Alpha,,,https://snyk.io/advisor/python/pytest-symbols,https://pypi.org/project/pytest-symbols,
pytest-synodic,Synodic Pytest utilities,2024-03-09,,pytest>=8.0.2,,https://snyk.io/advisor/python/pytest-synodic,https://pypi.org/project/pytest-synodic,https://www.libhunt.com/r/pytest-symbols
pytest-system-statistics,Pytest plugin to track and report system usage statistics,2022-02-16,5 - Production/Stable,pytest (>=6.0.0),,https://snyk.io/advisor/python/pytest-system-statistics,https://pypi.org/project/pytest-system-statistics,
pytest-system-test-plugin,Pyst - Pytest System-Test Plugin,2022-02-03,,,,https://snyk.io/advisor/python/pytest-system-test-plugin,https://pypi.org/project/pytest-system-test-plugin,
pytest_tagging,a pytest plugin to tag tests,2024-04-08,,"pytest<8.0.0,>=7.1.3",,https://snyk.io/advisor/python/pytest_tagging,https://pypi.org/project/pytest_tagging,https://www.libhunt.com/r/pytest-system-test-plugin
pytest-takeltest,"Fixtures for ansible, testinfra and molecule",2023-02-15,,,,https://snyk.io/advisor/python/pytest-takeltest,https://pypi.org/project/pytest-takeltest,
pytest-talisker,,2021-11-28,,,,https://snyk.io/advisor/python/pytest-talisker,https://pypi.org/project/pytest-talisker,
pytest-tally,"A Pytest plugin to generate realtime summary stats, and display them in-console using a text-based dashboard.",2023-05-22,4 - Beta,pytest (>=6.2.5),,https://snyk.io/advisor/python/pytest-tally,https://pypi.org/project/pytest-tally,
pytest-tap,Test Anything Protocol (TAP) reporting plugin for pytest,2023-07-15,5 - Production/Stable,pytest (>=3.0),,https://snyk.io/advisor/python/pytest-tap,https://pypi.org/project/pytest-tap,
pytest-tape,easy assertion with expected results saved to yaml files,2021-03-17,4 - Beta,,,https://snyk.io/advisor/python/pytest-tape,https://pypi.org/project/pytest-tape,
pytest-target,Pytest plugin for remote target orchestration.,2021-01-21,3 - Alpha,"pytest (>=6.1.2,<7.0.0)",,https://snyk.io/advisor/python/pytest-target,https://pypi.org/project/pytest-target,
pytest-tblineinfo,tblineinfo is a py.test plugin that insert the node id in the final py.test report when –tb=line option is used,2015-12-01,3 - Alpha,pytest (>=2.0),,https://snyk.io/advisor/python/pytest-tblineinfo,https://pypi.org/project/pytest-tblineinfo,
pytest-tcpclient,A pytest plugin for testing TCP clients,2022-11-16,,"pytest (<8,>=7.1.3)",,https://snyk.io/advisor/python/pytest-tcpclient,https://pypi.org/project/pytest-tcpclient,
pytest-tdd,run pytest on a python module,2023-08-18,4 - Beta,,,https://snyk.io/advisor/python/pytest-tdd,https://pypi.org/project/pytest-tdd,
pytest-teamcity-logblock,"py.test plugin to introduce block structure in teamcity build log, if output is not captured",2018-05-15,4 - Beta,,,https://snyk.io/advisor/python/pytest-teamcity-logblock,https://pypi.org/project/pytest-teamcity-logblock,
pytest-telegram,Pytest to Telegram reporting plugin,2024-04-25,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-telegram,https://pypi.org/project/pytest-telegram,https://www.libhunt.com/r/pytest-teamcity-logblock
pytest-telegram-notifier,Telegram notification plugin for Pytest,2023-06-27,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-telegram-notifier,https://pypi.org/project/pytest-telegram-notifier,
pytest-tempdir,Predictable and repeatable tempdir support.,2019-10-11,4 - Beta,pytest (>=2.8.1),,https://snyk.io/advisor/python/pytest-tempdir,https://pypi.org/project/pytest-tempdir,
pytest-terra-fixt,Terraform and Terragrunt fixtures for pytest,2022-09-15,,pytest (==6.2.5),,https://snyk.io/advisor/python/pytest-terra-fixt,https://pypi.org/project/pytest-terra-fixt,
pytest-terraform,A pytest plugin for using terraform fixtures,2024-05-21,,pytest>=6.0,,https://snyk.io/advisor/python/pytest-terraform,https://pypi.org/project/pytest-terraform,https://www.libhunt.com/r/pytest-terra-fixt
pytest-terraform-fixture,generate terraform resources to use with pytest,2018-11-14,4 - Beta,,,https://snyk.io/advisor/python/pytest-terraform-fixture,https://pypi.org/project/pytest-terraform-fixture,
pytest-testbook,A plugin to run tests written in Jupyter notebook,2016-12-11,3 - Alpha,,,https://snyk.io/advisor/python/pytest-testbook,https://pypi.org/project/pytest-testbook,
pytest-testconfig,Test configuration plugin for pytest.,2020-01-11,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-testconfig,https://pypi.org/project/pytest-testconfig,
